Channels,PIR,Run,Seed,Throughput_flits_cycle_IP,Delay_cycles,Energy_J,Wireless_Utilization,Energy_per_Throughput
1,0.09,2,100,0.0101576,5210.12,0.000310131,0.208986,3.053191698826e-02
1,0.09,3,200,0.0100265,5033.46,0.000310122,0.211783,3.093023487757e-02
1,0.09,4,300,0.00927517,4554.37,0.000310051,0.229263,3.342806654757e-02
1,0.09,5,400,0.0101576,4888.92,0.000310135,0.209424,3.053231078207e-02
1,0.09,6,500,0.0102791,4605.46,0.000310184,0.207039,3.017618273973e-02
1,0.09,7,600,0.00952995,4960.83,0.000310113,0.224031,3.254088426487e-02
1,0.09,8,700,0.0103767,4732.22,0.00031014,0.205867,2.988811471855e-02
1,0.09,9,800,0.00974609,4837.91,0.000310078,0.218221,3.181563067856e-02
1,0.09,10,900,0.00950391,4633.05,0.000310058,0.223529,3.262425675327e-02
4,0.01,1,0,0.0470734,2299.1,0.000452353,0.176746,9.609524699724e-03
4,0.01,2,100,0.043572,2385.31,0.00045195,0.190333,1.037248691820e-02
4,0.01,3,200,0.0456059,2346.33,0.000452132,0.181305,9.913892720021e-03
4,0.01,4,300,0.0446493,2337.16,0.000452087,0.185686,1.012528751851e-02
4,0.01,5,400,0.0451975,2588.43,0.00045214,0.183241,1.000365064439e-02
4,0.01,6,500,0.0437457,2471.74,0.000452012,0.189608,1.033271841575e-02
4,0.01,7,600,0.0455004,2322.64,0.0004522,0.181912,9.938374168139e-03
4,0.01,8,700,0.0441858,2488.02,0.000452051,0.188375,1.023068497119e-02
4,0.01,9,800,0.0476476,2385.28,0.000452256,0.173183,9.491684785802e-03
4,0.01,10,900,0.0424327,2440.21,0.000451896,0.195843,1.064971118972e-02
4,0.03,1,0,0.0438273,4243.67,0.000452191,0.189467,1.031756462296e-02
4,0.03,2,100,0.0450139,3991.36,0.000452202,0.184416,1.004583028798e-02
4,0.03,3,200,0.0415998,4051.51,0.000451873,0.198766,1.086238395377e-02
4,0.03,4,300,0.0451076,4160.77,0.000452161,0.183318,1.002405359629e-02
4,0.03,5,400,0.0446636,4155.1,0.000452201,0.186327,1.012459810674e-02
4,0.03,6,500,0.0438008,4319.27,0.000452175,0.189199,1.032344158098e-02
4,0.03,7,600,0.0439583,4170.95,0.000452109,0.189157,1.028495187485e-02
4,0.03,8,700,0.0465408,4339.69,0.000452362,0.178213,9.719686812431e-03
4,0.03,9,800,0.0431285,4023.52,0.000452067,0.193136,1.048186234161e-02
4,0.03,10,900,0.0436944,4235.92,0.000452214,0.190505,1.034947270131e-02
4,0.04,1,0,0.0430009,4336.07,0.000452082,0.193631,1.051331483760e-02
4,0.04,2,100,0.0434314,4336.86,0.000452022,0.190355,1.040772344433e-02
4,0.04,3,200,0.0437101,4314.86,0.000452077,0.19043,1.034262104182e-02
4,0.04,4,300,0.0454006,4350.01,0.000452255,0.183407,9.961432227768e-03
4,0.04,5,400,0.0457765,4378.19,0.000452353,0.182048,9.881773399015e-03
4,0.04,6,500,0.0448377,4308.42,0.000452276,0.185458,1.008695807323e-02
4,0.04,7,600,0.0449332,4423.46,0.000452196,0.183869,1.006373906154e-02
4,0.04,8,700,0.0461137,4361.04,0.00045227,0.178474,9.807714410251e-03
4,0.04,9,800,0.0441532,4417.73,0.000452149,0.187604,1.024045822273e-02
4,0.04,10,900,0.0441684,4555.19,0.000452191,0.187871,1.023788500376e-02
4,0.06,1,0,0.0443016,4766.54,0.000452171,0.187345,1.020665167849e-02
4,0.06,2,100,0.0442613,4613.78,0.000452145,0.188145,1.021535743415e-02
4,0.06,3,200,0.0428516,4553.84,0.000452003,0.193639,1.054810088771e-02
4,0.06,4,300,0.0454861,4614.34,0.000452243,0.181986,9.942443955406e-03
4,0.06,5,400,0.0430434,4677.67,0.000452107,0.193753,1.050351505690e-02
4,0.06,6,500,0.0457873,4552.65,0.000452228,0.179778,9.876712538193e-03
4,0.06,7,600,0.042661,4683.26,0.000452051,0.194076,1.059635264059e-02
4,0.06,8,700,0.0437526,4663.18,0.000452102,0.189267,1.033314591590e-02
4,0.06,9,800,0.0429193,4550.44,0.000452071,0.193671,1.053304690431e-02
4,0.06,10,900,0.0399944,4739.62,0.00045165,0.205558,1.129283099634e-02
4,0.07,1,0,0.0436502,4740.66,0.000452087,0.190047,1.035704303760e-02
4,0.07,2,100,0.0447591,4727.17,0.000452149,0.184842,1.010183404045e-02
4,0.07,3,200,0.0457348,4678.7,0.000452237,0.179881,9.888247024148e-03
4,0.07,4,300,0.0447452,4597.44,0.000452232,0.186262,1.010682710101e-02
4,0.07,5,400,0.0430226,4680.53,0.000452024,0.191769,1.050666393942e-02
4,0.07,6,500,0.0459553,4774.55,0.000452322,0.18131,9.842651446079e-03
4,0.07,7,600,0.0425421,4738.65,0.000452041,0.195242,1.062573309733e-02
4,0.07,8,700,0.0419635,4698.86,0.000451954,0.1984,1.077016931381e-02
4,0.07,9,800,0.0434683,4664.85,0.000452126,0.190585,1.040128093346e-02
4,0.07,10,900,0.0409106,4631.76,0.000451834,0.201434,1.104442369459e-02
4,0.09,1,0,0.041908,4673.74,0.000451931,0.196697,1.078388374535e-02
4,0.09,2,100,0.0455182,4771.58,0.000452296,0.182939,9.936596789855e-03
4,0.09,3,200,0.0458385,4623.04,0.000452273,0.18029,9.866662303522e-03
4,0.09,4,300,0.0447921,4816.78,0.000452213,0.18535,1.009582046834e-02
4,0.09,5,400,0.0441549,4778.78,0.000452114,0.18802,1.023927129265e-02
4,0.09,6,500,0.0420321,4721.49,0.000451941,0.196037,1.075228218433e-02
4,0.09,7,600,0.044724,4794.22,0.000452125,0.183961,1.010922547178e-02
4,0.09,8,700,0.0431432,4700.76,0.00045208,0.192158,1.047859222311e-02
4,0.09,9,800,0.0451563,4834.69,0.000452279,0.184415,1.001585603781e-02
4,0.09,10,900,0.0457765,4775.2,0.0004523,0.181298,9.880615599707e-03
8,0.01,1,0,0.0799405,1612.74,0.00063944,0.191488,7.998949218481e-03
8,0.01,2,100,0.0818177,1457.35,0.000639846,0.190516,7.820386053385e-03
8,0.01,3,200,0.0799679,1589.09,0.000639378,0.190684,7.995433167558e-03
8,0.01,4,300,0.0788741,1585.55,0.000639334,0.193734,8.105753346155e-03
8,0.01,5,400,0.0793312,1529.51,0.00063958,0.196004,8.062149570409e-03
8,0.01,6,500,0.0799453,1548.91,0.000639781,0.196423,8.002734369625e-03
8,0.01,7,600,0.0779006,1595.46,0.000639401,0.1985,8.207908539857e-03
8,0.01,8,700,0.0803138,1494.97,0.000639935,0.19642,7.967933281703e-03
8,0.01,9,800,0.0805677,1575.13,0.000639411,0.188467,7.936319393504e-03
8,0.01,10,900,0.0780447,1556.46,0.000639412,0.198223,8.192894584770e-03
8,0.03,1,0,0.0799358,4109.68,0.000639807,0.194017,8.004010718602e-03
8,0.03,2,100,0.0800503,4129.27,0.000640077,0.197761,7.995935055834e-03
8,0.03,3,200,0.0803785,4083.58,0.00063997,0.194581,7.961955000404e-03
8,0.03,4,300,0.0797144,4077.31,0.000639902,0.196779,8.027432935580e-03
8,0.03,5,400,0.0798433,4101.36,0.000639757,0.195054,8.012657292472e-03
8,0.03,6,500,0.080911,4071.11,0.000639956,0.192327,7.909381913460e-03
8,0.03,7,600,0.0790686,4079.44,0.000639908,0.199091,8.093073609499e-03
8,0.03,8,700,0.0799405,4019.08,0.000639754,0.194005,8.002877139873e-03
8,0.03,9,800,0.079125,4004.24,0.000639898,0.198024,8.087178515008e-03
8,0.03,10,900,0.0786541,4113.3,0.000639984,0.201365,8.136689632200e-03
8,0.04,1,0,0.0787713,4490.27,0.000639543,0.196256,8.118984960258e-03
8,0.04,2,100,0.0799219,4430.01,0.000639878,0.196071,8.006291141727e-03
8,0.04,3,200,0.0802517,4430.89,0.000640057,0.196156,7.975619208067e-03
8,0.04,4,300,0.0785004,4386.44,0.000639975,0.20258,8.152506229268e-03
8,0.04,5,400,0.0811024,4440.6,0.000640114,0.194328,7.892664088856e-03
8,0.04,6,500,0.08125,4395.99,0.000640021,0.192137,7.877181538462e-03
8,0.04,7,600,0.0799952,4425.99,0.000639533,0.19024,7.994642178531e-03
8,0.04,8,700,0.080671,4441.5,0.000639942,0.194335,7.932739150376e-03
8,0.04,9,800,0.0799861,4435.86,0.000639628,0.19132,7.996739433477e-03
8,0.04,10,900,0.0792752,4472.23,0.000640027,0.19933,8.073483258320e-03
8,0.06,1,0,0.0789128,4757.52,0.000639742,0.197119,8.106948429152e-03
8,0.06,2,100,0.0796984,4854.17,0.000639657,0.192841,8.025970408440e-03
8,0.06,3,200,0.0811359,4749.31,0.000640204,0.195722,7.890514556442e-03
8,0.06,4,300,0.0803659,4747.42,0.000639871,0.192834,7.961971433158e-03
8,0.06,5,400,0.0798038,4732.28,0.000640049,0.197596,8.020282242199e-03
8,0.06,6,500,0.0798194,4837.07,0.000639806,0.195112,8.015670375874e-03
8,0.06,7,600,0.0774753,4726.36,0.000639573,0.200027,8.255185846328e-03
8,0.06,8,700,0.0798641,4803.6,0.000639829,0.195025,8.011471988040e-03
8,0.06,9,800,0.0794852,4764.98,0.000639963,0.197799,8.051347923890e-03
8,0.06,10,900,0.0791315,4805.26,0.000639655,0.195193,8.083443382218e-03
8,0.07,1,0,0.0773312,4873.54,0.000639415,0.198625,8.268525511049e-03
8,0.07,2,100,0.0800408,4885.28,0.000639951,0.1958,7.995309891955e-03
8,0.07,3,200,0.0792717,4876.01,0.000639652,0.194253,8.069109152447e-03
8,0.07,4,300,0.0798754,4865.96,0.000639918,0.19498,8.011452837795e-03
8,0.07,5,400,0.0790286,4863.32,0.000639933,0.199393,8.097486226505e-03
8,0.07,6,500,0.0789301,4912.17,0.000639565,0.19384,8.102929047347e-03
8,0.07,7,600,0.0802474,4794.65,0.000639972,0.195822,7.974987351615e-03
8,0.07,8,700,0.0783589,4841.57,0.000639544,0.196209,8.161727640383e-03
8,0.07,9,800,0.0781289,4831.24,0.000639732,0.199306,8.188160847011e-03
8,0.07,10,900,0.0787648,4854.8,0.000639735,0.197377,8.122092609897e-03
8,0.09,1,0,0.0803793,4959.86,0.000640112,0.19665,7.963642380563e-03
8,0.09,2,100,0.0807687,5032.94,0.000639856,0.191078,7.922078726041e-03
8,0.09,3,200,0.0779557,5004.43,0.000639483,0.197097,8.203158973622e-03
8,0.09,4,300,0.0796944,5015.61,0.000639821,0.196008,8.028431106828e-03
8,0.09,5,400,0.0788455,5022.94,0.00063977,0.197275,8.114223386243e-03
8,0.09,6,500,0.0801936,4997,0.000639933,0.194567,7.979851259951e-03
8,0.09,7,600,0.0799349,4929.82,0.000639839,0.194961,8.004501162821e-03
8,0.09,8,700,0.0796115,5016.76,0.000639701,0.192914,8.035283847183e-03
8,0.09,9,800,0.0804418,4967.29,0.000639813,0.192039,7.953737981994e-03
8,0.09,10,900,0.0797248,5031.44,0.000639725,0.194246,8.024165629766e-03
12,0.01,1,0,0.0833481,1367.7,0.000819788,0.209248,9.835713111637e-03
12,0.01,2,100,0.0847127,1352.85,0.000820404,0.212008,9.684545528593e-03
12,0.01,3,200,0.0830308,1378.85,0.000820365,0.21834,9.880249256902e-03
12,0.01,4,300,0.0817904,1427.43,0.000819305,0.20819,1.001712914963e-02
12,0.01,5,400,0.0830404,1473.68,0.000819874,0.211117,9.873194252436e-03
12,0.01,6,500,0.0854501,1370.66,0.00082069,0.213772,9.604318777860e-03
12,0.01,7,600,0.0823772,1325.29,0.000819939,0.214625,9.953470134940e-03
12,0.01,8,700,0.084582,1437.43,0.000820169,0.210088,9.696732165236e-03
12,0.01,9,800,0.0802891,1470.89,0.000818727,0.2053,1.019723723395e-02
12,0.01,10,900,0.0840894,1424.71,0.000820125,0.210484,9.753012864880e-03
12,0.03,1,0,0.085987,4009.74,0.000820981,0.212888,9.547733959785e-03
12,0.03,2,100,0.0823307,4004.1,0.000819988,0.212798,9.959686969745e-03
12,0.03,3,200,0.0839431,3963.32,0.000820332,0.212247,9.772476832521e-03
12,0.03,4,300,0.0845616,4009.93,0.000820619,0.213824,9.704393010539e-03
12,0.03,5,400,0.0842969,4035.11,0.000820722,0.216897,9.736087566684e-03
12,0.03,6,500,0.0826306,3996.86,0.000819857,0.210573,9.921953852447e-03
12,0.03,7,600,0.0806862,4064.12,0.000819345,0.21171,1.015471047094e-02
12,0.03,8,700,0.0817539,4111.94,0.000819865,0.213462,1.002845124208e-02
12,0.03,9,800,0.084793,3961.79,0.000820974,0.217573,9.682096399467e-03
12,0.03,10,900,0.081171,4065.91,0.000820103,0.221523,1.010339899718e-02
12,0.04,1,0,0.0845104,4425.12,0.000820393,0.211104,9.707598118101e-03
12,0.04,2,100,0.0820673,4346.19,0.000819929,0.214141,9.990934269801e-03
12,0.04,3,200,0.0821866,4430.17,0.000819783,0.210977,9.974655235768e-03
12,0.04,4,300,0.0825135,4396.08,0.000820163,0.214881,9.939743193538e-03
12,0.04,5,400,0.0844596,4410.1,0.000820581,0.214114,9.715662873137e-03
12,0.04,6,500,0.0827765,4376.14,0.000820022,0.212699,9.906458958762e-03
12,0.04,7,600,0.0822227,4422.55,0.000820254,0.217898,9.976004193489e-03
12,0.04,8,700,0.0795399,4375.29,0.000818966,0.209836,1.029629154676e-02
12,0.04,9,800,0.0832439,4368.07,0.000820515,0.217258,9.856758272979e-03
12,0.04,10,900,0.0816098,4330.12,0.00081989,0.215637,1.004646500788e-02
12,0.06,1,0,0.0834323,4661.88,0.000820448,0.215732,9.833697500848e-03
12,0.06,2,100,0.0832813,4780.18,0.000820169,0.211132,9.848177201845e-03
12,0.06,3,200,0.0827795,4742.27,0.000820128,0.213297,9.907380450474e-03
12,0.06,4,300,0.0823919,4762.98,0.000819832,0.209861,9.950395609277e-03
12,0.06,5,400,0.0849136,4710.36,0.000820933,0.21757,9.667862391890e-03
12,0.06,6,500,0.083638,4760.28,0.000820096,0.210021,9.805303809273e-03
12,0.06,7,600,0.0827691,4721.69,0.000820167,0.214164,9.909096510654e-03
12,0.06,8,700,0.0840525,4704.77,0.00082031,0.212048,9.759495553374e-03
12,0.06,9,800,0.0803937,4764.14,0.000819611,0.215752,1.019496552591e-02
12,0.06,10,900,0.0824614,4790.39,0.000820178,0.215175,9.946205133553e-03
12,0.07,1,0,0.0832049,4878.07,0.000820159,0.211461,9.857099762153e-03
12,0.07,2,100,0.0827413,4836.62,0.000819706,0.208685,9.906854255372e-03
12,0.07,3,200,0.0827834,4817.97,0.000819847,0.210195,9.903519304595e-03
12,0.07,4,300,0.0830009,4848.72,0.00082023,0.214393,9.882182000436e-03
12,0.07,5,400,0.081809,4908.17,0.000820078,0.21681,1.002430050483e-02
12,0.07,6,500,0.0849171,4859.59,0.000820959,0.217181,9.667770095776e-03
12,0.07,7,600,0.0826445,4875.1,0.000819936,0.212993,9.921240977924e-03
12,0.07,8,700,0.0834918,4791.33,0.000820422,0.215142,9.826378159292e-03
12,0.07,9,800,0.083622,4911.88,0.000820021,0.208642,9.806283035565e-03
12,0.07,10,900,0.0832522,4813.8,0.000820473,0.216863,9.855271091935e-03
12,0.09,1,0,0.0825313,5056.79,0.000820048,0.213799,9.936206021231e-03
12,0.09,2,100,0.082401,4992.65,0.000819619,0.208044,9.946711811750e-03
12,0.09,3,200,0.082924,4995.87,0.00082004,0.211708,9.889055038348e-03
12,0.09,4,300,0.0813511,5013.38,0.000819874,0.214986,1.007821652074e-02
12,0.09,5,400,0.0840586,5014.97,0.000820658,0.215694,9.762927291199e-03
12,0.09,6,500,0.0830156,5012.78,0.000820298,0.214761,9.881251234708e-03
12,0.09,7,600,0.0816441,5001.12,0.000819841,0.21352,1.004164416045e-02
12,0.09,8,700,0.0839865,4946.18,0.000820337,0.21328,9.767486441273e-03
12,0.09,9,800,0.0838082,5035.53,0.000820423,0.212976,9.789292694510e-03
12,0.09,10,900,0.0813815,4991.3,0.000819943,0.21699,1.007529966884e-02
16,0.01,1,0,0.0811884,1477.36,0.000997582,0.212005,1.228724793197e-02
16,0.01,2,100,0.082809,1412.59,0.000998464,0.217498,1.205743337077e-02
16,0.01,3,200,0.0829188,1342.12,0.00099754,0.205881,1.203032364192e-02
16,0.01,4,300,0.0840538,1341.33,0.000998191,0.209935,1.187562013853e-02
16,0.01,5,400,0.0822023,1362.12,0.000997741,0.210233,1.213762875248e-02
16,0.01,6,500,0.0832643,1388.23,0.00099846,0.216855,1.199145372026e-02
16,0.01,7,600,0.0818702,1501.13,0.000997625,0.210439,1.218544720790e-02
16,0.01,8,700,0.083957,1364.22,0.000998266,0.211944,1.189020570054e-02
16,0.01,9,800,0.0820612,1478.83,0.000997814,0.211231,1.215938835893e-02
16,0.01,10,900,0.0829822,1440.98,0.000998198,0.213317,1.202906165419e-02
16,0.03,1,0,0.0824774,4015.97,0.000998165,0.212945,1.210228498959e-02
16,0.03,2,100,0.0840065,3935.37,0.000998992,0.218781,1.189184170273e-02
16,0.03,3,200,0.0812925,4021.39,0.000998126,0.216767,1.227820524649e-02
16,0.03,4,300,0.0806723,3980.49,0.000997927,0.216045,1.237013200318e-02
16,0.03,5,400,0.0843121,3992.03,0.00099859,0.211814,1.184397020119e-02
16,0.03,6,500,0.0799492,4135.41,0.000997499,0.212983,1.247666017921e-02
16,0.03,7,600,0.0814501,3947.73,0.000998229,0.216381,1.225571239323e-02
16,0.03,8,700,0.0837743,4072.06,0.000999095,0.220965,1.192603220797e-02
16,0.03,9,800,0.0835347,4079.67,0.000998738,0.216152,1.195596560471e-02
16,0.03,10,900,0.0816424,4017.38,0.000997782,0.21144,1.222137026839e-02
16,0.04,1,0,0.0835347,4482.6,0.000998175,0.209105,1.194922589056e-02
16,0.04,2,100,0.0831671,4419.21,0.000998839,0.218685,1.201002559907e-02
16,0.04,3,200,0.0824874,4405.17,0.000998551,0.217059,1.210549732444e-02
16,0.04,4,300,0.0841688,4304.05,0.000998953,0.216974,1.186844769083e-02
16,0.04,5,400,0.0829227,4486.65,0.000998435,0.214914,1.204055101920e-02
16,0.04,6,500,0.0812513,4425.57,0.000997738,0.212113,1.227965583320e-02
16,0.04,7,600,0.0816063,4409.44,0.000998223,0.216739,1.223218060370e-02
16,0.04,8,700,0.0835352,4296.75,0.000998928,0.219628,1.195816853255e-02
16,0.04,9,800,0.0830438,4456.4,0.000998513,0.216252,1.202393194916e-02
16,0.04,10,900,0.0824128,4369.56,0.00099817,0.21331,1.211183214258e-02
16,0.06,1,0,0.0853867,4665.81,0.000999474,0.219963,1.170526557415e-02
16,0.06,2,100,0.0827274,4767.55,0.00099831,0.213993,1.206746495115e-02
16,0.06,3,200,0.0801649,4670.79,0.000997963,0.219795,1.244887725176e-02
16,0.06,4,300,0.0816732,4701.72,0.000998306,0.217133,1.222317724786e-02
16,0.06,5,400,0.0854284,4791.14,0.000999119,0.215031,1.169539637872e-02
16,0.06,6,500,0.0819605,4740.08,0.000998294,0.216789,1.218018435710e-02
16,0.06,7,600,0.0840464,4728.65,0.000999117,0.2193,1.188768347008e-02
16,0.06,8,700,0.085049,4776.09,0.000999302,0.218547,1.174972074922e-02
16,0.06,9,800,0.0826298,4705.51,0.000998752,0.219258,1.208706786172e-02
16,0.06,10,900,0.083605,4783.54,0.000998608,0.213921,1.194435739489e-02
16,0.07,1,0,0.0827556,4916.22,0.000997747,0.207151,1.205654964740e-02
16,0.07,2,100,0.084082,4810.71,0.000998985,0.217068,1.188108037392e-02
16,0.07,3,200,0.0827426,4916.26,0.000998051,0.210752,1.206211794166e-02
16,0.07,4,300,0.0821823,4827.09,0.000997719,0.206835,1.214031488532e-02
16,0.07,5,400,0.0845443,4846.46,0.000999188,0.218675,1.181851408078e-02
16,0.07,6,500,0.0838481,4852.87,0.000998867,0.217161,1.191281615207e-02
16,0.07,7,600,0.0849957,4829.12,0.000999374,0.21885,1.175793598970e-02
16,0.07,8,700,0.0815734,4825.3,0.000998267,0.21933,1.223765345076e-02
16,0.07,9,800,0.0814197,4899.48,0.000997978,0.21317,1.225720556573e-02
16,0.07,10,900,0.0828416,4833.52,0.000998635,0.21775,1.205475268464e-02
16,0.09,1,0,0.0818016,4947.39,0.000997939,0.212374,1.219950465517e-02
16,0.09,2,100,0.08549,4917.14,0.000999214,0.215723,1.168808047725e-02
16,0.09,3,200,0.0820907,4942.53,0.00099795,0.211098,1.215667548212e-02
16,0.09,4,300,0.0833077,5006.78,0.000998825,0.219529,1.198958799727e-02
16,0.09,5,400,0.0835569,5016.2,0.000998936,0.218571,1.195515870024e-02
16,0.09,6,500,0.0837648,5044.03,0.000998821,0.217237,1.192411370886e-02
16,0.09,7,600,0.0839562,4987.01,0.000998705,0.213962,1.189554791665e-02
16,0.09,8,700,0.0837418,4985.47,0.00099909,0.221192,1.193060096630e-02
16,0.09,9,800,0.0818689,4940.28,0.000998329,0.217505,1.219423981512e-02
16,0.09,10,900,0.0828533,5052.96,0.000998491,0.2154,1.205131237983e-02
