Channels,PIR,Avg_Throughput_flits_cycle_IP,Avg_Delay_cycles,Avg_Energy_J,Avg_Wireless_Utilization,Avg_Energy_per_Throughput,Valid_Runs
1,0.05,2.1835900000e-02,1178.20000000,6.255170000000e-05,1.8501200000e-01,2.864626601148e-03,1
2,0.05,4.2441400000e-02,1218.12000000,7.209860000000e-05,1.7857100000e-01,1.698779964846e-03,1
