VC,PIR,Avg_Throughput_flits_cycle_IP,Avg_Delay_cycles,Avg_Energy_J,Valid_Runs
8,0.001,.01200425,43.364960,.0002367467,10
8,0.002,.02389613,60.268350,.0002384826,10
8,0.003,.03338352,370.207500,.0002400900,10
8,0.004,.03521932,949.900100,.0002406811,10
8,0.005,.03640529,1415.902000,.0002410161,10
8,0.006,.03662487,1833.203000,.0002411126,10
8,0.007,.03754091,2187.317000,.0002413105,10
8,0.008,.03776918,2470.048000,.0002413603,10
8,0.009,.03861419,2751.845000,.0002415130,10
