VC,PIR,Run,Throughput_flits_cycle_IP,Delay_cycles,Energy_J,Wireless_Utilization
8,0.05,9,0.0393971,4629.99,0.000634296,0.279623
8,0.05,10,0.0399353,4699.13,0.000633991,0.266047
8,0.06,1,0.0385343,4671.41,0.000633399,0.265508
8,0.06,2,0.0396923,4740.93,0.000633891,0.266518
8,0.06,3,0.0419918,4740.64,0.000634492,0.260642
8,0.06,4,0.039306,4863.39,0.000633704,0.265168
8,0.06,5,0.0417439,4743.72,0.000634562,0.264208
8,0.06,6,0.0398976,4748.74,0.000634028,0.267836
8,0.06,7,0.0388481,4804.19,0.000633766,0.272825
8,0.06,8,0.0382765,4809.87,0.000633326,0.265273
8,0.06,9,0.0382869,4770.46,0.00063354,0.271075
8,0.06,10,0.040332,4823.29,0.000634242,0.26944
8,0.07,1,0.0398889,4867.07,0.000633701,0.25809
8,0.07,2,0.0402205,4852.66,0.000634035,0.263452
8,0.07,3,0.0402465,4785.56,0.000634202,0.26954
8,0.07,4,0.0395924,4815.11,0.000633862,0.266059
8,0.07,5,0.0390239,4849.97,0.000633499,0.261707
8,0.07,6,0.0386853,4915.14,0.000633841,0.27521
8,0.07,7,0.0391992,4749.26,0.000633657,0.266026
8,0.07,8,0.0395252,4819.01,0.000633962,0.269571
8,0.07,9,0.0378368,4790.06,0.000633215,0.26674
8,0.07,10,0.0394918,4839.51,0.000633898,0.268457
8,0.08,1,0.0386233,4865.21,0.000633325,0.262559
8,0.08,2,0.0380221,4923.57,0.00063354,0.273002
8,0.08,3,0.0396753,4957.53,0.000633836,0.265341
8,0.08,4,0.0393303,4998.99,0.000633876,0.269522
8,0.08,5,0.0407227,4881.31,0.000634121,0.261456
8,0.08,6,0.0381645,4982.06,0.000633403,0.269104
8,0.08,7,0.0391063,4941.93,0.00063377,0.270173
8,0.08,8,0.0389661,4877.67,0.000633539,0.264584
8,0.08,9,0.0379123,4934.1,0.000633272,0.266749
8,0.08,10,0.0390269,4919.64,0.00063375,0.269154
8,0.09,1,0.0379023,5008.74,0.000633261,0.265444
8,0.09,2,0.0413685,5099.94,0.00063442,0.264639
8,0.09,3,0.0385035,5083.1,0.000633489,0.266757
8,0.09,4,0.0370959,4958.07,0.000632942,0.265541
8,0.09,5,0.0377357,4891.89,0.000633398,0.272652
8,0.09,6,0.0381445,4947.6,0.000633197,0.262264
8,0.09,7,0.0395087,4888.44,0.000633889,0.267443
8,0.09,8,0.0413181,5097.94,0.000634611,0.270499
8,0.09,9,0.0401055,4917.28,0.000634022,0.266458
8,0.09,10,0.0373572,4960.85,0.000633196,0.272587
8,0.10,1,0.0388316,5015.21,0.000633841,0.273914
8,0.10,2,0.0399275,4950.7,0.000633865,0.263385
8,0.10,3,0.0391037,5034.3,0.000633666,0.265445
8,0.10,4,0.0381202,4928.02,0.000633524,0.274149
8,0.10,5,0.0401402,5129.2,0.000633881,0.262261
8,0.10,6,0.0386758,5021.55,0.000633622,0.269106
8,0.10,7,0.0412791,4939.14,0.000634562,0.268672
8,0.10,8,0.0382782,4880.07,0.000633228,0.260656
8,0.10,9,0.0399154,5095.59,0.000634078,0.269155
8,0.10,10,0.039253,5093.61,0.00063386,0.269835
12,0.01,1,0.0374622,2564.87,0.000939286,0.269855
12,0.01,2,0.0405981,2669.93,0.000940243,0.264547
12,0.01,3,0.0395599,2516.79,0.000939912,0.267671
12,0.01,4,0.0385043,2513.5,0.000939749,0.270822
12,0.01,5,0.039273,2545.48,0.000939943,0.269657
12,0.01,6,0.039566,2612.18,0.000939944,0.266367
12,0.01,7,0.0376957,2725.95,0.000939261,0.266528
12,0.01,8,0.0393759,2557.31,0.000939769,0.26471
12,0.01,9,0.0394878,2443.38,0.000940008,0.268512
12,0.01,10,0.0393225,2472.43,0.000939819,0.267217
12,0.02,1,0.0411753,3592.59,0.000940386,0.261672
12,0.02,2,0.0420347,3789.33,0.000940712,0.261715
12,0.02,3,0.0406246,3650.61,0.00094066,0.275978
12,0.02,4,0.038977,3677.97,0.000939943,0.271409
12,0.02,5,0.0425569,3695.2,0.000941262,0.27058
12,0.02,6,0.0394058,3688.13,0.000939924,0.266915
12,0.02,7,0.0393273,3691.05,0.000940189,0.274847
12,0.02,8,0.0398646,3749.12,0.000939733,0.257271
12,0.02,9,0.0392526,3583.96,0.000939957,0.267781
12,0.02,10,0.0410182,3727.09,0.000940254,0.258649
12,0.03,1,0.0403746,4081.23,0.000940319,0.267644
12,0.03,2,0.0418307,4050.27,0.000940863,0.267616
12,0.03,3,0.041339,4089.79,0.000940426,0.259527
12,0.03,4,0.0401684,4212.81,0.000940503,0.27544
12,0.03,5,0.0384041,4210.7,0.000939765,0.274526
12,0.03,6,0.0404987,4254.47,0.000940338,0.26504
12,0.03,7,0.0392326,4261.09,0.000940055,0.273286
12,0.03,8,0.0425911,4155.35,0.000940927,0.262906
12,0.03,9,0.0419757,4191.55,0.000940577,0.257803
12,0.03,10,0.0398932,4182.01,0.000940188,0.269458
12,0.04,1,0.0397747,4404.68,0.000939957,0.261316
12,0.04,2,0.0416975,4430.95,0.000940768,0.267538
12,0.04,3,0.041809,4442.03,0.00094089,0.268427
12,0.04,4,0.0423611,4386.23,0.000940967,0.265629
12,0.04,5,0.0403234,4570.68,0.000940489,0.273636
12,0.04,6,0.0405742,4437.08,0.000940615,0.274416
12,0.04,7,0.0417882,4331.34,0.000940687,0.264359
12,0.04,8,0.042964,4430.18,0.000941689,0.279478
12,0.04,9,0.0392179,4459.22,0.000940057,0.273698
12,0.04,10,0.0399019,4481.38,0.000940192,0.269241
12,0.05,1,0.0401311,4454.9,0.000940085,0.264944
12,0.05,2,0.0422543,4504.44,0.000940904,0.265569
12,0.05,3,0.0404996,4601.38,0.000940587,0.272974
12,0.05,4,0.0409948,4671.55,0.000940622,0.267219
12,0.05,5,0.0411979,4597.56,0.000940412,0.262637
12,0.05,6,0.0414488,4608.45,0.000940912,0.273083
12,0.05,7,0.038819,4666.52,0.000939638,0.26423
12,0.05,8,0.0410312,4541.47,0.000940684,0.271126
12,0.05,9,0.0406866,4675.48,0.000940338,0.266349
12,0.05,10,0.0391576,4492.86,0.000939992,0.271693
12,0.06,1,0.0411988,4755.33,0.000940466,0.261968
12,0.06,2,0.0417951,4683.09,0.000940738,0.264989
12,0.06,3,0.0388767,4711.5,0.000939831,0.271319
12,0.06,4,0.0408828,4602.89,0.000940731,0.275058
12,0.06,5,0.040576,4685.23,0.000939928,0.254329
12,0.06,6,0.0404019,4786.02,0.000940461,0.268807
12,0.06,7,0.0398967,4633.08,0.000939906,0.260378
12,0.06,8,0.0394262,4590.96,0.000940408,0.280266
12,0.06,9,0.0393168,4648.66,0.000939846,0.265519
12,0.06,10,0.040467,4615.49,0.000940501,0.272233
12,0.07,1,0.0392843,4658.63,0.000940053,0.271757
12,0.07,2,0.0394948,4662.13,0.000939944,0.264429
12,0.07,3,0.0417552,4670.47,0.000940921,0.272123
12,0.07,4,0.0402622,4637.68,0.000940391,0.270703
12,0.07,5,0.0398602,4690.15,0.000939847,0.258204
12,0.07,6,0.0402604,4723.9,0.00094033,0.26881
12,0.07,7,0.0400825,4646.95,0.000940309,0.270733
12,0.07,8,0.0409579,4752.88,0.000940757,0.275451
12,0.07,9,0.0434809,4754.35,0.000941928,0.281909
12,0.07,10,0.0413229,4641.24,0.000941062,0.279117
12,0.08,1,0.040043,4806.36,0.000940161,0.26774
12,0.08,2,0.040207,4812.19,0.000940198,0.265362
12,0.08,3,0.0409349,4786.38,0.000940474,0.267016
12,0.08,4,0.0384327,4841.55,0.000939592,0.266068
12,0.08,5,0.0406276,4786.09,0.000940408,0.269067
12,0.08,6,0.0417261,4871.89,0.000940578,0.261426
12,0.08,7,0.040523,4841.21,0.000940658,0.274758
12,0.08,8,0.0393611,4714.05,0.00093987,0.264663
12,0.08,9,0.0414957,4958.07,0.000941037,0.276684
12,0.08,10,0.0424323,4890.01,0.000941157,0.270207
12,0.09,1,0.0414171,4851.98,0.00094057,0.264486
12,0.09,2,0.0407869,4902.72,0.000940473,0.2673
12,0.09,3,0.0411753,4822.49,0.000940293,0.257753
12,0.09,4,0.0395946,4856.45,0.000940153,0.270709
12,0.09,5,0.039855,4687.08,0.000940282,0.272572
12,0.09,6,0.0405929,4864.4,0.000940444,0.269504
12,0.09,7,0.0415451,4826.88,0.000940736,0.267314
12,0.09,8,0.0407127,4946.69,0.000940635,0.27392
12,0.09,9,0.0404987,4817,0.000940047,0.260492
12,0.09,10,0.040776,4819.31,0.000940345,0.264558
12,0.10,1,0.0405052,4794.96,0.00094032,0.265063
12,0.10,2,0.0397131,4878.13,0.00094016,0.271218
12,0.10,3,0.0406376,4833.95,0.000940516,0.270839
