VC,PIR,Run,Throughput_flits_cycle_IP,Delay_cycles,Energy_J,Wireless_Utilization
8,0.1,1,0.0789861,5064.53,0.000639841,0.197335
8,0.1,2,0.0787474,5043.05,0.000639536,0.194437
8,0.1,3,0.078921,5060.53,0.000639571,0.194532
8,0.1,4,0.0794232,5080.97,0.000639742,0.195809
8,0.1,5,0.0801897,5016.25,0.00064001,0.195528
8,0.1,6,0.0798581,5028.89,0.000639742,0.193191
8,0.1,7,0.079161,4946.91,0.000639684,0.195495
8,0.1,8,0.0814614,5036.39,0.000639974,0.190479
8,0.1,9,0.0798563,5062.49,0.000639874,0.195477
8,0.1,10,0.0795282,5045.36,0.000639897,0.196802
8,0.2,1,0.0790642,5242.88,0.000639849,0.198088
8,0.2,2,0.0793168,5251.87,0.000639926,0.197868
8,0.2,3,0.079724,5306.96,0.000639853,0.195921
8,0.2,4,0.0800621,5247.27,0.000639833,0.194223
8,0.2,5,0.0794214,5246.73,0.000639852,0.19841
8,0.2,6,0.079503,5276.95,0.000639917,0.19648
8,0.2,7,0.0806975,5314.14,0.000639914,0.192601
8,0.2,8,0.0788793,5245.47,0.000639627,0.194411
8,0.2,9,0.0774032,5167.61,0.00063975,0.202842
8,0.2,10,0.0787843,5227.32,0.000639809,0.198529
8,0.3,1,0.0779766,5313.29,0.000639769,0.201243
8,0.3,2,0.0814002,5316.03,0.000640125,0.193726
8,0.3,3,0.0807747,5352.7,0.000639962,0.193694
8,0.3,4,0.0788173,5321.39,0.00063951,0.195264
8,0.3,5,0.0794141,5328.87,0.000639854,0.196668
8,0.3,6,0.07977,5360.15,0.000639963,0.196408
8,0.3,7,0.0789028,5349.68,0.000639791,0.197054
8,0.3,8,0.0791545,5389.9,0.000639541,0.193627
8,0.3,9,0.0789327,5270.62,0.000639704,0.196999
8,0.3,10,0.079635,5255.75,0.000639929,0.196659
8,0.4,1,0.0792135,5396.44,0.000639773,0.195734
8,0.4,2,0.0799002,5281.72,0.00064009,0.197898
8,0.4,3,0.0793976,5356.08,0.000639727,0.19496
8,0.4,4,0.0805933,5341.03,0.000639844,0.193052
8,0.4,5,0.0783641,5331.28,0.000639653,0.198271
8,0.4,6,0.0795838,5380.2,0.000639929,0.19599
