VC,PIR,Run,Throughput_flits_cycle_IP,Delay_cycles,Energy_J,Wireless_Utilization
8,0.01,1,0.0799405,1612.74,0.00063944,0.191488
8,0.01,2,0.0818177,1457.35,0.000639846,0.190516
8,0.01,3,0.0799679,1589.09,0.000639378,0.190684
8,0.01,4,0.0788741,1585.55,0.000639334,0.193734
8,0.01,5,0.0793312,1529.51,0.00063958,0.196004
8,0.01,6,0.0799453,1548.91,0.000639781,0.196423
8,0.01,7,0.0779006,1595.46,0.000639401,0.1985
8,0.01,8,0.0803138,1494.97,0.000639935,0.19642
8,0.01,9,0.0805677,1575.13,0.000639411,0.188467
8,0.01,10,0.0780447,1556.46,0.000639412,0.198223
8,0.02,1,0.0796224,3401.68,0.000639788,0.194764
8,0.02,2,0.0790707,3378.47,0.000639756,0.196611
8,0.02,3,0.0787982,3426.57,0.000639525,0.195235
8,0.02,4,0.0800634,3392.89,0.000639777,0.194354
8,0.02,5,0.0776671,3425.09,0.000639457,0.198228
8,0.02,6,0.0783099,3435.21,0.000639435,0.19442
8,0.02,7,0.0800651,3374.23,0.000639625,0.190727
8,0.02,8,0.0814753,3334.71,0.000640234,0.195466
8,0.02,9,0.0786992,3377.88,0.000639732,0.198752
8,0.02,10,0.0776532,3385.88,0.000639576,0.199987
8,0.03,1,0.0799358,4109.68,0.000639807,0.194017
8,0.03,2,0.0800503,4129.27,0.000640077,0.197761
8,0.03,3,0.0803785,4083.58,0.00063997,0.194581
8,0.03,4,0.0797144,4077.31,0.000639902,0.196779
8,0.03,5,0.0798433,4101.36,0.000639757,0.195054
8,0.03,6,0.080911,4071.11,0.000639956,0.192327
8,0.03,7,0.0790686,4079.44,0.000639908,0.199091
8,0.03,8,0.0799405,4019.08,0.000639754,0.194005
8,0.03,9,0.079125,4004.24,0.000639898,0.198024
8,0.03,10,0.0786541,4113.3,0.000639984,0.201365
8,0.04,1,0.0787713,4490.27,0.000639543,0.196256
8,0.04,2,0.0799219,4430.01,0.000639878,0.196071
8,0.04,3,0.0802517,4430.89,0.000640057,0.196156
8,0.04,4,0.0785004,4386.44,0.000639975,0.20258
8,0.04,5,0.0811024,4440.6,0.000640114,0.194328
8,0.04,6,0.08125,4395.99,0.000640021,0.192137
8,0.04,7,0.0799952,4425.99,0.000639533,0.19024
8,0.04,8,0.080671,4441.5,0.000639942,0.194335
8,0.04,9,0.0799861,4435.86,0.000639628,0.19132
8,0.04,10,0.0792752,4472.23,0.000640027,0.19933
8,0.05,1,0.0789718,4582.34,0.000639958,0.199445
8,0.05,2,0.0793798,4583.29,0.000639752,0.19491
8,0.05,3,0.0807179,4663.46,0.000640032,0.195451
8,0.05,4,0.078599,4606.08,0.000639976,0.201341
8,0.05,5,0.0800907,4628.96,0.000639812,0.194218
8,0.05,6,0.0805699,4666.24,0.000639795,0.191598
8,0.05,7,0.0793207,4623.53,0.000639765,0.196555
8,0.05,8,0.079697,4614.37,0.000639874,0.195452
8,0.05,9,0.0810052,4635.3,0.000639926,0.191702
8,0.05,10,0.0801233,4664.49,0.000639996,0.196358
8,0.06,1,0.0789128,4757.52,0.000639742,0.197119
8,0.06,2,0.0796984,4854.17,0.000639657,0.192841
8,0.06,3,0.0811359,4749.31,0.000640204,0.195722
8,0.06,4,0.0803659,4747.42,0.000639871,0.192834
8,0.06,5,0.0798038,4732.28,0.000640049,0.197596
8,0.06,6,0.0798194,4837.07,0.000639806,0.195112
8,0.06,7,0.0774753,4726.36,0.000639573,0.200027
8,0.06,8,0.0798641,4803.6,0.000639829,0.195025
8,0.06,9,0.0794852,4764.98,0.000639963,0.197799
8,0.06,10,0.0791315,4805.26,0.000639655,0.195193
8,0.07,1,0.0773312,4873.54,0.000639415,0.198625
8,0.07,2,0.0800408,4885.28,0.000639951,0.1958
8,0.07,3,0.0792717,4876.01,0.000639652,0.194253
8,0.07,4,0.0798754,4865.96,0.000639918,0.19498
8,0.07,5,0.0790286,4863.32,0.000639933,0.199393
8,0.07,6,0.0789301,4912.17,0.000639565,0.19384
8,0.07,7,0.0802474,4794.65,0.000639972,0.195822
8,0.07,8,0.0783589,4841.57,0.000639544,0.196209
8,0.07,9,0.0781289,4831.24,0.000639732,0.199306
8,0.07,10,0.0787648,4854.8,0.000639735,0.197377
8,0.08,1,0.0811871,4934.52,0.00063993,0.192076
8,0.08,2,0.081145,4979.66,0.00064004,0.192888
8,0.08,3,0.0805495,4911.63,0.000640002,0.195521
8,0.08,4,0.0786541,4931.82,0.000639668,0.196638
8,0.08,5,0.0797478,4925.75,0.000640046,0.197947
8,0.08,6,0.0797218,4919.08,0.000639735,0.19451
8,0.08,7,0.0804835,4907.1,0.000639893,0.194023
8,0.08,8,0.0796411,4870.97,0.000639844,0.196589
8,0.08,9,0.080648,4939.85,0.000640074,0.194841
8,0.08,10,0.0785595,4960.95,0.00063975,0.198766
8,0.09,1,0.0803793,4959.86,0.000640112,0.19665
8,0.09,2,0.0807687,5032.94,0.000639856,0.191078
8,0.09,3,0.0779557,5004.43,0.000639483,0.197097
8,0.09,4,0.0796944,5015.61,0.000639821,0.196008
8,0.09,5,0.0788455,5022.94,0.00063977,0.197275
8,0.09,6,0.0801936,4997,0.000639933,0.194567
8,0.09,7,0.0799349,4929.82,0.000639839,0.194961
8,0.09,8,0.0796115,5016.76,0.000639701,0.192914
8,0.09,9,0.0804418,4967.29,0.000639813,0.192039
8,0.09,10,0.0797248,5031.44,0.000639725,0.194246
8,0.10,1,0.0789861,5064.53,0.000639841,0.197335
8,0.10,2,0.0787474,5043.05,0.000639536,0.194437
8,0.10,3,0.078921,5060.53,0.000639571,0.194532
8,0.10,4,0.0794232,5080.97,0.000639742,0.195809
8,0.10,5,0.0801897,5016.25,0.00064001,0.195528
8,0.10,6,0.0798581,5028.89,0.000639742,0.193191
8,0.10,7,0.079161,4946.91,0.000639684,0.195495
8,0.10,8,0.0814614,5036.39,0.000639974,0.190479
8,0.10,9,0.0798563,5062.49,0.000639874,0.195477
8,0.10,10,0.0795282,5045.36,0.000639897,0.196802
